"x"
"SUBNATIO"
"SCHOOLID"
"STIDSTD"
"CNT"
"COUNTRY"
"OECD"
"ST01Q01"
"ST02Q01"
"ST03Q02"
"ST03Q03"
"ST04Q01"
"ST05Q01"
"ST06Q01"
"ST07Q01"
"ST07Q02"
"ST07Q03"
"ST08Q01"
"ST09Q01"
"ST10Q01"
"ST10Q02"
"ST10Q03"
"ST11Q01"
"ST11Q02"
"ST11Q03"
"ST11Q04"
"ST12Q01"
"ST13Q01"
"ST13Q02"
"ST13Q03"
"ST13Q04"
"ST13Q05"
"ST13Q06"
"ST13Q07"
"ST13Q08"
"ST13Q09"
"ST13Q10"
"ST13Q11"
"ST13Q12"
"ST13Q13"
"ST13Q14"
"ST13Q15"
"ST13Q16"
"ST13Q17"
"ST14Q01"
"ST14Q02"
"ST14Q03"
"ST14Q04"
"ST15Q01"
"ST16Q01"
"ST16Q02"
"ST16Q03"
"ST16Q04"
"ST16Q05"
"ST17Q01"
"ST17Q02"
"ST17Q03"
"ST17Q04"
"ST17Q05"
"ST17Q06"
"ST17Q07"
"ST17Q08"
"ST18Q01"
"ST18Q02"
"ST18Q03"
"ST18Q04"
"ST18Q05"
"ST18Q06"
"ST18Q07"
"ST18Q08"
"ST18Q09"
"ST18Q10"
"ST19Q01"
"ST19Q02"
"ST19Q03"
"ST19Q04"
"ST19Q05"
"ST19Q06"
"ST20QA1"
"ST20QA2"
"ST20QA3"
"ST20QA4"
"ST20QA5"
"ST20QA6"
"ST20QB1"
"ST20QB2"
"ST20QB3"
"ST20QB4"
"ST20QB5"
"ST20QB6"
"ST20QC1"
"ST20QC2"
"ST20QC3"
"ST20QC4"
"ST20QC5"
"ST20QC6"
"ST20QD1"
"ST20QD2"
"ST20QD3"
"ST20QD4"
"ST20QD5"
"ST20QD6"
"ST20QE1"
"ST20QE2"
"ST20QE3"
"ST20QE4"
"ST20QE5"
"ST20QE6"
"ST20QF1"
"ST20QF2"
"ST20QF3"
"ST20QF4"
"ST20QF5"
"ST20QF6"
"ST20QG1"
"ST20QG2"
"ST20QG3"
"ST20QG4"
"ST20QG5"
"ST20QG6"
"ST20QH1"
"ST20QH2"
"ST20QH3"
"ST20QH4"
"ST20QH5"
"ST20QH6"
"ST21Q01"
"ST21Q02"
"ST21Q03"
"ST21Q04"
"ST21Q05"
"ST21Q06"
"ST21Q07"
"ST21Q08"
"ST22Q01"
"ST22Q02"
"ST22Q03"
"ST22Q04"
"ST22Q05"
"ST23QA1"
"ST23QA2"
"ST23QA3"
"ST23QA4"
"ST23QA5"
"ST23QA6"
"ST23QB1"
"ST23QB2"
"ST23QB3"
"ST23QB4"
"ST23QB5"
"ST23QB6"
"ST23QC1"
"ST23QC2"
"ST23QC3"
"ST23QC4"
"ST23QC5"
"ST23QC6"
"ST23QD1"
"ST23QD2"
"ST23QD3"
"ST23QD4"
"ST23QD5"
"ST23QD6"
"ST23QE1"
"ST23QE2"
"ST23QE3"
"ST23QE4"
"ST23QE5"
"ST23QE6"
"ST23QF1"
"ST23QF2"
"ST23QF3"
"ST23QF4"
"ST23QF5"
"ST23QF6"
"ST24Q01"
"ST24Q02"
"ST24Q03"
"ST24Q04"
"ST24Q05"
"ST24Q06"
"ST25Q01"
"ST25Q02"
"ST25Q03"
"ST25Q04"
"ST25Q05"
"ST25Q06"
"ST26Q01"
"ST26Q02"
"ST26Q03"
"ST26Q04"
"ST26Q05"
"ST26Q06"
"ST26Q07"
"ST27Q01"
"ST27Q02"
"ST27Q03"
"ST27Q04"
"ST28Q01"
"ST28Q02"
"ST28Q03"
"ST28Q04"
"ST29Q01"
"ST29Q02"
"ST29Q03"
"ST29Q04"
"ST30Q01"
"ST31Q01"
"ST31Q02"
"ST31Q03"
"ST31Q04"
"ST31Q05"
"ST31Q06"
"ST31Q07"
"ST31Q08"
"ST31Q09"
"ST31Q10"
"ST31Q11"
"ST31Q12"
"ST32Q01"
"ST32Q02"
"ST32Q03"
"ST32Q04"
"ST32Q05"
"ST32Q06"
"ST33Q11"
"ST33Q12"
"ST33Q21"
"ST33Q22"
"ST33Q31"
"ST33Q32"
"ST33Q41"
"ST33Q42"
"ST33Q51"
"ST33Q52"
"ST33Q61"
"ST33Q62"
"ST33Q71"
"ST33Q72"
"ST33Q81"
"ST33Q82"
"ST34Q01"
"ST34Q02"
"ST34Q03"
"ST34Q04"
"ST34Q05"
"ST34Q06"
"ST34Q07"
"ST34Q08"
"ST34Q09"
"ST34Q10"
"ST34Q11"
"ST34Q12"
"ST34Q13"
"ST34Q14"
"ST34Q15"
"ST34Q16"
"ST34Q17"
"ST35Q01"
"ST35Q02"
"ST35Q03"
"ST35Q04"
"ST35Q05"
"ST36Q01"
"ST36Q02"
"ST36Q03"
"ST37Q01"
"ST37Q02"
"ST37Q03"
"ST37Q04"
"ST37Q05"
"ST37Q06"
"IC01Q01"
"IC02Q01"
"IC03Q01"
"IC03Q02"
"IC03Q03"
"IC04Q01"
"IC04Q02"
"IC04Q03"
"IC04Q04"
"IC04Q05"
"IC04Q06"
"IC04Q07"
"IC04Q08"
"IC04Q09"
"IC04Q10"
"IC04Q11"
"IC05Q01"
"IC05Q02"
"IC05Q03"
"IC05Q04"
"IC05Q05"
"IC05Q06"
"IC05Q07"
"IC05Q08"
"IC05Q09"
"IC05Q10"
"IC05Q11"
"IC05Q12"
"IC05Q13"
"IC05Q14"
"IC05Q15"
"IC05Q16"
"AGE"
"ISCEDL"
"ISCEDD"
"ISCEDO"
"PROGN"
"BMMJ"
"BFMJ"
"BSMJ"
"HISEI"
"MSECATEG"
"FSECATEG"
"HSECATEG"
"SRC_M"
"SRC_F"
"SRC_E"
"SRC_S"
"MISCED"
"FISCED"
"HISCED"
"PARED"
"COBN_M"
"COBN_F"
"COBN_S"
"IMMIG"
"LANGN"
"CARINFO"
"CARPREP"
"CULTPOSS"
"ENVAWARE"
"ENVOPT"
"ENVPERC"
"GENSCIE"
"HEDRES"
"HOMEPOS"
"INSTSCIE"
"INTSCIE"
"JOYSCIE"
"PERSCIE"
"RESPDEV"
"SCAPPLY"
"SCHANDS"
"SCIEACT"
"SCIEEFF"
"SCIEFUT"
"SCINTACT"
"SCINVEST"
"SCSCIE"
"WEALTH"
"HIGHCONF"
"INTCONF"
"INTUSE"
"PRGUSE"
"ESCS"
"PV1MATH"
"PV2MATH"
"PV3MATH"
"PV4MATH"
"PV5MATH"
"PV1READ"
"PV2READ"
"PV3READ"
"PV4READ"
"PV5READ"
"PV1SCIE"
"PV2SCIE"
"PV3SCIE"
"PV4SCIE"
"PV5SCIE"
"PV1INTR"
"PV2INTR"
"PV3INTR"
"PV4INTR"
"PV5INTR"
"PV1SUPP"
"PV2SUPP"
"PV3SUPP"
"PV4SUPP"
"PV5SUPP"
"PV1EPS"
"PV2EPS"
"PV3EPS"
"PV4EPS"
"PV5EPS"
"PV1ISI"
"PV2ISI"
"PV3ISI"
"PV4ISI"
"PV5ISI"
"PV1USE"
"PV2USE"
"PV3USE"
"PV4USE"
"PV5USE"
"W_FSTUWT"
"W_FSTR1"
"W_FSTR2"
"W_FSTR3"
"W_FSTR4"
"W_FSTR5"
"W_FSTR6"
"W_FSTR7"
"W_FSTR8"
"W_FSTR9"
"W_FSTR10"
"W_FSTR11"
"W_FSTR12"
"W_FSTR13"
"W_FSTR14"
"W_FSTR15"
"W_FSTR16"
"W_FSTR17"
"W_FSTR18"
"W_FSTR19"
"W_FSTR20"
"W_FSTR21"
"W_FSTR22"
"W_FSTR23"
"W_FSTR24"
"W_FSTR25"
"W_FSTR26"
"W_FSTR27"
"W_FSTR28"
"W_FSTR29"
"W_FSTR30"
"W_FSTR31"
"W_FSTR32"
"W_FSTR33"
"W_FSTR34"
"W_FSTR35"
"W_FSTR36"
"W_FSTR37"
"W_FSTR38"
"W_FSTR39"
"W_FSTR40"
"W_FSTR41"
"W_FSTR42"
"W_FSTR43"
"W_FSTR44"
"W_FSTR45"
"W_FSTR46"
"W_FSTR47"
"W_FSTR48"
"W_FSTR49"
"W_FSTR50"
"W_FSTR51"
"W_FSTR52"
"W_FSTR53"
"W_FSTR54"
"W_FSTR55"
"W_FSTR56"
"W_FSTR57"
"W_FSTR58"
"W_FSTR59"
"W_FSTR60"
"W_FSTR61"
"W_FSTR62"
